FB_ad_spending_congress_2020_dataset
,X.1,names.candidate,office,state_po,district,candidatevotes,totalvotes,loc_identifier,expenditures.candidate,facebook.advertiser,spending,ad_spending,X,year,state,state_fips,state_cen,state_ic,stage,special,party,writein,mode,unofficial,version,foreign_born,median_income,BA_education,HS_education,asian_alone,black_alone,hispanic,multiracial,white_non_hispanic,white_alone,Age_65_plus,median_age,gini,population,vote_share,full_race,winner,total_margin,margin,ad_rate
374,374,MICHAEL MUSCATO,US HOUSE,AZ,8,170816,422467,AZ.8,"MUSCATO, MICHAEL ARCHANGEL",Muscato for Congress,399329.13,80409,29679,2020,ARIZONA,4,86,61,gen,FALSE,DEMOCRAT,FALSE,TOTAL,FALSE,20210604,9.4,58230,27.8,91.5,3.1,3.6,18.4,3.2,71.4,86.4,27.5,42,0.443303921,741374,0.404329805641624,AZ 8 US HOUSE,FALSE,-80817,-0.191297781838581,0.201360216320808
375,375,MICHAEL T. MCCAUL,US HOUSE,TX,10,217216,413894,TX.10,"MCCAUL, MICHAEL",McCaul for Congress,3927931.12,60544,30865,2020,TEXAS,48,74,49,gen,FALSE,REPUBLICAN,FALSE,TOTAL,FALSE,20210604,15.3,63130,35.6,87,5.3,11,28.6,2.6,53.1,76.4,15.9,35.4,0.513159383,758585,0.524810700324238,TX 10 US HOUSE,TRUE,29530,0.0713467699459282,0.0154137122445263
376,376,MICHAEL WALTZ,US HOUSE,FL,6,265393,437856,FL.6,"WALTZ, MICHAEL",Michael Waltz for Congress,2036834.48,129294,29881,2020,FLORIDA,12,59,43,gen,FALSE,REPUBLICAN,FALSE,TOTAL,FALSE,20210604,7.5,46089,26.7,88.9,2.2,8.3,7.2,2,80,85.5,30.4,46.4,0.518711829,722788,0.606119363443689,FL 6 US HOUSE,TRUE,93088,0.212599576116349,0.0634779120589121
377,377,MICHELLE FISCHBACH,US HOUSE,MN,7,194066,363477,MN.7,"FISCHBACH, MICHELLE",Fischbach for Congress,2608185.58,58265,30294,2020,MINNESOTA,27,41,33,gen,FALSE,REPUBLICAN,FALSE,TOTAL,FALSE,20210604,2.7,49646,20.1,89.8,0.6,0.9,4.1,1.9,90.1,92.4,24.7,40.9,0.449048849,662860,0.533915488462819,MN 7 US HOUSE,TRUE,49226,0.135430852571139,0.0223392846148624
378,378,MICHELLE STEEL,US HOUSE,CA,48,201738,395100,CA.48,"STEEL, MICHELLE",Michelle Steel for Congress,6271738.6,89249,29774,2020,CALIFORNIA,6,93,71,gen,FALSE,REPUBLICAN,FALSE,TOTAL,FALSE,20210604,24.4,79691,42.6,89.2,18.8,1,21,4,55.8,67.1,20.5,40.3,0.520529423,723140,0.510599848139711,CA 48 US HOUSE,TRUE,8376,0.0211996962794229,0.014230344357783
379,379,MIKE BOST,US HOUSE,IL,12,194839,322416,IL.12,"BOST, MICHAEL",Mike Bost for Congress Cmte,1540312.3,2389,30010,2020,ILLINOIS,17,33,21,gen,FALSE,REPUBLICAN,FALSE,TOTAL,FALSE,20210604,2.3,44641,21.2,88,1.1,16.7,3,2.3,77,79.2,21.1,38.7,0.483246158,702625,0.604309339486874,IL 12 US HOUSE,TRUE,67262,0.208618678973748,0.00155098417379385
380,380,MIKE CARGILE,US HOUSE,CA,35,74941,244346,CA.35,"CARGILE, MIKE",Cargile for Congress,36175.06,27246,29789,2020,CALIFORNIA,6,93,71,gen,FALSE,REPUBLICAN,FALSE,TOTAL,FALSE,20210604,31.3,54662,14.3,68.9,7.1,7.4,67.5,4.4,15.5,56.3,12.4,31.1,0.42861123,728298,0.306700334771185,CA 35 US HOUSE,FALSE,-94464,-0.38659933045763,0.753170830953701
381,381,MIKE ESPY,US SENATE,MS,0,578691,1311354,MISSISSIPPI,"ESPY, MICHAEL",Mike Espy for Senate Campaign Cmte,12439496.96,361998,3553,2020,MISSISSIPPI,28,64,46,gen,FALSE,DEMOCRAT,FALSE,total,FALSE,20210114,2.4,45081,22,84.5,1.1,37.8,3.4,1.3,56.4,59.1,16.4,38.3,0.49,2961279,0.441292740175422,MS 0 US SENATE,FALSE,-130820,-0.0997594852343456,0.0291006944383706
382,382,MIKE FRICILONE,US HOUSE,IL,3,133851,306848,IL.3,"FRICILONE, MIKE",Fricilone for Congress,127979.6,10657,29998,2020,ILLINOIS,17,33,21,gen,FALSE,REPUBLICAN,FALSE,TOTAL,FALSE,20210604,20.9,62183,25.3,83.5,3.5,5.3,31.2,1.9,59.1,76.4,18.1,36.7,0.47168488,737806,0.436212717697362,IL 3 US HOUSE,FALSE,-39146,-0.127574564605277,0.0832710838289852
384,384,MIKE LEVIN,US HOUSE,CA,49,205349,386506,CA.49,"LEVIN, MIKE",Mike Levin for Congress,2959855.97,6000,29775,2020,CALIFORNIA,6,93,71,gen,FALSE,DEMOCRAT,FALSE,TOTAL,FALSE,20210604,17.7,72140,40.2,89.1,5.8,3.8,24.5,4.3,62.2,78,19.1,37.9,0.528484988,717823,0.531295762549611,CA 49 US HOUSE,TRUE,24192,0.0625915250992223,0.00202712566449644
385,385,MIKE QUIGLEY,US HOUSE,IL,5,255661,361271,IL.5,"QUIGLEY, MIKE",Quigley for Congress,927704.61,9471,30001,2020,ILLINOIS,17,33,21,gen,FALSE,DEMOCRAT,FALSE,TOTAL,FALSE,20210604,22.3,67652,49.8,89.6,7.5,2.9,19.8,2.6,68.1,81.7,16.8,34.8,0.533985522,734664,0.707670972760061,IL 5 US HOUSE,TRUE,159461,0.441388874279973,0.01020906859566
386,386,MIKIE SHERRILL,US HOUSE,NJ,11,235163,441176,NJ.11,"SHERRILL, MIKIE",Mikie Sherrill for Congress,3807868.3,196313,30394,2020,NEW JERSEY,34,22,12,gen,FALSE,DEMOCRAT,FALSE,TOTAL,FALSE,20210604,17.5,100133,50.3,93.9,9.3,3.4,10.5,2.1,75.1,83.7,22.9,42.6,0.492378176,735846,0.533036701905815,NJ 11 US HOUSE,TRUE,29150,0.0660734038116307,0.0515545666324647
387,387,MONDAIRE JONES,US HOUSE,NY,17,183975,344641,NY.17,"JONES, MONDAIRE",Mondaire for Congress,2207871.28,63846,30524,2020,NEW YORK,36,21,13,gen,FALSE,DEMOCRAT,FALSE,TOTAL,FALSE,20210604,23.4,87893,44.2,87.8,6.2,11.1,21.9,2.5,59.6,68.1,20,38.1,0.518493056,742344,0.533816348025917,NY 17 US HOUSE,TRUE,66668,0.193441871396613,0.0289174466728876
388,388,NANCY MACE,US HOUSE,SC,1,216042,427111,SC.1,"MACE, NANCY",Nancy Mace for Congress,5813666.36,0,30803,2020,SOUTH CAROLINA,45,57,48,gen,FALSE,REPUBLICAN,FALSE,TOTAL,FALSE,20210604,6.5,57753,36.6,91.2,1.7,19.3,6.4,2.3,70.6,74.1,21.6,37.7,0.493080622,715200,0.505821671649758,SC 1 US HOUSE,TRUE,5415,0.0126782030900632,0
389,389,NANCY PELOSI,US HOUSE,CA,12,281776,362950,CA.12,"PELOSI, NANCY",Nancy Pelosi for Congress,22681809.86,2047615,29741,2020,CALIFORNIA,6,93,71,gen,FALSE,DEMOCRAT,FALSE,TOTAL,FALSE,20210604,34.5,74983,54,86.7,31.6,5.7,15.5,4.5,42.9,50.4,19.9,38.4,0.556400357,734662,0.776349359415898,CA 12 US HOUSE,TRUE,200602,0.552698718831795,0.090275644344018
390,390,NATALIE CLINE,US HOUSE,WV,1,81177,261723,WV.1,"CLINE, NATALIE MS.",Natalie Cline for Congress,82052.28,4039,31067,2020,WEST VIRGINIA,54,55,56,gen,FALSE,DEMOCRAT,FALSE,TOTAL,FALSE,20210604,1.5,41083,20,87.1,0.7,2.6,1.4,1.4,93.9,94.8,23.9,40.7,0.488476038,617842,0.310163799131142,WV 1 US HOUSE,FALSE,-99311,-0.379450793396071,0.0492247138044184
391,391,NATHAN D. MCMURRAY,US HOUSE,NY,27,136783,398191,NY.27,"MCMURRAY, NATHAN",Nate Mcmurray for Congress,1135150.12,52956,30636,2020,NEW YORK,36,21,13,gen,FALSE,DEMOCRAT,FALSE,TOTAL,FALSE,20210604,3.4,58925,28.3,91.6,1.2,2.4,2.3,1.5,92.2,93.6,23,43.2,0.460777709,714863,0.343511028626965,NY 27 US HOUSE,FALSE,-55973,-0.140568219773928,0.0466510984467852
392,392,NICHOLAS A. BETTS,US HOUSE,VA,6,134729,381813,VA.6,"BETTS, NICHOLAS",Nicholas Betts for Congress,57705.36,300,31011,2020,VIRGINIA,51,54,40,gen,FALSE,DEMOCRAT,FALSE,TOTAL,FALSE,20210604,4.7,47939,25.1,84.4,1.8,10.4,4.6,2.6,80.8,84.2,22.8,39.9,0.477138071,735143,0.352866455568564,VA 6 US HOUSE,FALSE,-111877,-0.293015167110601,0.00519882381809939
393,393,NICK RUBANDO,US HOUSE,OH,5,120962,377981,OH.5,"RUBANDO, NICK",Rubando for Congress,253828.84,45637,30710,2020,OHIO,39,31,24,gen,FALSE,DEMOCRAT,FALSE,TOTAL,FALSE,20210604,2.4,51214,23.6,91.4,1.5,3.2,4.8,2.3,88.7,91.5,21.4,38.6,0.462501666,730642,0.320021376735868,OH 5 US HOUSE,FALSE,-136057,-0.359957246528265,0.179794384278792
394,394,NISHA SHARMA,US HOUSE,CA,11,100293,371356,CA.11,"SHARMA, NISHA",Nisha for Congress,182994.64,8941,29740,2020,CALIFORNIA,6,93,71,gen,FALSE,REPUBLICAN,FALSE,TOTAL,FALSE,20210604,24.4,74242,41.3,87.9,12.6,8.9,26.4,5.6,47,62.7,20.9,39.3,0.530409785,733916,0.270072383373367,CA 11 US HOUSE,FALSE,-170770,-0.459855233253266,0.0488593545690737
395,395,NORMA J. TORRES,US HOUSE,CA,35,169405,244346,CA.35,"TORRES, NORMA",Norma Torres for Congress,667057.26,11938,29788,2020,CALIFORNIA,6,93,71,gen,FALSE,DEMOCRAT,FALSE,TOTAL,FALSE,20210604,31.3,54662,14.3,68.9,7.1,7.4,67.5,4.4,15.5,56.3,12.4,31.1,0.42861123,728298,0.693299665228815,CA 35 US HOUSE,TRUE,94464,0.38659933045763,0.0178965146110545
396,396,PAT FALLON,US HOUSE,TX,4,253837,337803,TX.4,"FALLON, PATRICK",Fallon for Congress,95067.54,548,30954,2020,TEXAS,48,74,49,gen,FALSE,REPUBLICAN,FALSE,TOTAL,FALSE,20210604,6.2,47645,19.2,84.3,1,11,12.5,2.6,73,81.8,21.5,39,0.492013106,710641,0.751435007978023,TX 4 US HOUSE,TRUE,177511,0.525486748193474,0.00576432292241916
397,397,PATRICIA 'PAT' HACKETT,US HOUSE,IN,2,114967,298568,IN.2,"HACKETT, MARY PATRICIA",Pat Hackett for Congress,870971.75,12113,30047,2020,INDIANA,18,32,22,gen,FALSE,DEMOCRAT,FALSE,TOTAL,FALSE,20210604,5.3,45392,20.1,84.8,1.1,6.5,9,2.9,80.8,86.9,20.6,37.5,0.459213305,719730,0.385061359556282,IN 2 US HOUSE,FALSE,-68634,-0.229877280887436,0.0139074545184732
398,398,PATRICIA TIMMONS-GOODSON,US HOUSE,NC,8,177781,380555,NC.8,"TIMMONS-GOODSON, PATRICIA",Patricia Timmons-Goodson for Congress,3931198.45,780703,30652,2020,NORTH CAROLINA,37,56,47,gen,FALSE,DEMOCRAT,FALSE,TOTAL,FALSE,20210604,5.9,41325,16.5,79.6,1.3,18.4,8.5,2,62.8,68.3,20.5,38.5,0.471063305,744074,0.467162433813772,NC 8 US HOUSE,FALSE,-24993,-0.065675132372456,0.198591602517548
399,399,PATRICK T. MCHENRY,US HOUSE,NC,10,284095,412284,NC.10,"MCHENRY, PATRICK TIMOTHY",McHenry for Congress,2351361.46,27362,30658,2020,NORTH CAROLINA,37,56,47,gen,FALSE,REPUBLICAN,FALSE,TOTAL,FALSE,20210604,4.7,42811,22.5,83.5,1.3,11.3,6.2,2.5,79,81.7,22.9,41.2,0.489384072,739282,0.689075976753888,NC 10 US HOUSE,TRUE,155906,0.378151953507776,0.0116366626167293
400,400,PAUL A. GOSAR,US HOUSE,AZ,4,278002,398623,AZ.4,"GOSAR, PAUL DR.",Paul Gosar for Congress,759239.4,18675,29663,2020,ARIZONA,4,86,61,gen,FALSE,REPUBLICAN,FALSE,TOTAL,FALSE,20210604,8.6,44291,17.6,86.3,1,2,19.1,2.5,74.4,88.6,31.3,46.1,0.450912679,732689,0.697405819533745,AZ 4 US HOUSE,TRUE,157518,0.395155322196662,0.0245969848245494
401,401,PAUL JUNGE,US HOUSE,MI,8,202525,428344,MI.8,"JUNGE, PAUL",Paul Junge for Congress,2101990.08,42822,30230,2020,MICHIGAN,26,34,23,gen,FALSE,REPUBLICAN,FALSE,TOTAL,FALSE,20210604,6.9,62000,37.6,93.3,3.7,5,5.2,3.6,83,86.4,19.3,38.3,0.496821561,713867,0.472809237435332,MI 8 US HOUSE,FALSE,-15397,-0.0359454083633715,0.0203721227837574
402,402,PAUL TONKO,US HOUSE,NY,20,194071,369372,NY.20,"TONKO, PAUL DAVID",Paul Tonko for Congress,1424284.83,5783,30552,2020,NEW YORK,36,21,13,gen,FALSE,DEMOCRAT,FALSE,TOTAL,FALSE,20210604,8,59842,35.4,91.3,4.4,9.2,5.9,3,78.1,81.6,21.1,38.6,0.482835562,724345,0.525407989777244,NY 20 US HOUSE,TRUE,73232,0.198260831898465,0.00406028336340562
403,403,PAULETTE JORDAN,US SENATE,ID,0,285864,859827,IDAHO,"JORDAN, PAULETTE",Paulette for Senate 2020,1109703.93,53654,3486,2020,IDAHO,16,82,63,gen,FALSE,DEMOCRAT,FALSE,total,FALSE,20210114,6,55785,27.6,90.8,1.6,0.9,12.8,2.6,81.6,93,16.3,36.9,0.43,1839106,0.332466879965388,ID 0 US SENATE,FALSE,-252582,-0.293759093399021,0.0483498332748988
404,404,PETE AGUILAR,US HOUSE,CA,31,175315,286050,CA.31,"AGUILAR, PETE",Pete Aguilar for Congress,1915174.22,0,29799,2020,CALIFORNIA,6,93,71,gen,FALSE,DEMOCRAT,FALSE,TOTAL,FALSE,20210604,21.6,54168,22.3,78.9,7.3,11.2,51.6,3.8,28.5,63.7,14.1,31.8,0.492963957,725024,0.612882363223213,CA 31 US HOUSE,TRUE,64580,0.225764726446425,0
405,405,PETE SESSIONS,US HOUSE,TX,17,171390,306873,TX.17,"SESSIONS, PETE",Pete Sessions for Congress,1696588.07,16222,30884,2020,TEXAS,48,74,49,gen,FALSE,REPUBLICAN,FALSE,TOTAL,FALSE,20210604,11.4,45328,28,84.2,4,12.9,24.7,2.8,56.3,74.1,16.2,31.7,0.505380089,726128,0.558504658278832,TX 17 US HOUSE,TRUE,45825,0.149328875463139,0.0095615431269654
406,406,PETE STAUBER,US HOUSE,MN,8,223432,393711,MN.8,"STAUBER, PETER ALLEN",Pete Stauber for Congress,2618059.12,35000,30299,2020,MINNESOTA,27,41,33,gen,FALSE,REPUBLICAN,FALSE,TOTAL,FALSE,20210604,1.6,48591,21.4,91.7,0.7,1.1,1.3,2.1,92.2,93.2,25.2,42.9,0.448852376,662997,0.56750255898362,MN 8 US HOUSE,TRUE,118574,0.30117014764637,0.0133686820639864
407,407,PETER A. DEFAZIO,US HOUSE,OR,4,240950,467705,OR.4,"DEFAZIO, PETER A",DeFazio for Congress,5884593.25,175509,30741,2020,OREGON,41,92,72,gen,FALSE,DEMOCRAT,FALSE,TOTAL,FALSE,20210604,5.1,42393,24.7,90.2,2.2,0.9,7.3,3.8,85,89.6,25.8,41.4,0.476982206,772196,0.515175163831903,OR 4 US HOUSE,TRUE,24869,0.0531724056830695,0.0298251710090583
408,408,PETER MEIJER,US HOUSE,MI,3,213649,403419,MI.3,"MEIJER, PETER MR.",Peter Meijer for Congress,3412997.79,77630,30238,2020,MICHIGAN,26,34,23,gen,FALSE,REPUBLICAN,FALSE,TOTAL,FALSE,20210604,5,50372,27.7,89.4,1.8,9.1,6.7,3.3,79.7,84,19,37.1,0.482313738,720731,0.529595780069853,MI 3 US HOUSE,TRUE,23880,0.0591940389520573,0.0227454000197287
409,409,PETER WELCH,US HOUSE,VT,0,238827,370968,VT.0,"WELCH, PETER",Welch for Congress,869590.98,26695,30989,2020,VERMONT,50,13,6,gen,FALSE,DEMOCRAT,FALSE,TOTAL,FALSE,20210604,4.1,54267,34.8,91.4,1.2,1.1,1.5,2.1,94,95,23.9,42.5,0.476739488,626630,0.643794073882383,VT 0 US HOUSE,TRUE,142997,0.385469905760066,0.030698340500266
410,410,PETER WENSTRUP,US SENATE,LA,0,14454,2071543,LOUISIANA,"WENSTRUP, PETER",Wenstrup for Congress,148831.64,40515,3529,2020,LOUISIANA,22,72,45,gen,FALSE,DEMOCRAT,FALSE,total,FALSE,20210114,4.2,49469,24.1,85.2,1.8,32.8,5.3,1.8,58.4,62.8,15.9,37.7,0.5,4657757,0.00697740766182503,LA 0 US SENATE,FALSE,-834859,-0.40301311630992,0.272220342394937
411,411,PHIL ARBALLO,US HOUSE,CA,22,144251,315139,CA.22,"ARBALLO, PHIL",Arballo for Congress,5146107.01,180278,29721,2020,CALIFORNIA,6,93,71,gen,FALSE,DEMOCRAT,FALSE,TOTAL,FALSE,20210604,18,53208,23.4,79.6,8,3.3,45.8,3.8,40.9,75.6,16.9,32.8,0.49653143,730271,0.457737696698917,CA 22 US HOUSE,FALSE,-26637,-0.084524606602166,0.0350319182344403
412,412,PHIL EHR,US HOUSE,FL,1,149172,438562,FL.1,"EHR, PHILLIP CHARLES",Ehr for Congress,1923275.26,181287,29872,2020,FLORIDA,12,59,43,gen,FALSE,DEMOCRAT,FALSE,TOTAL,FALSE,20210604,5.5,49727,25,88.5,2.6,13.5,6.1,4.1,73.8,77.4,21,38.3,0.477399535,729553,0.340138908523766,FL 1 US HOUSE,FALSE,-134180,-0.305954460258755,0.094259518525705
414,414,PRAMILA JAYAPAL,US HOUSE,WA,7,387109,466462,WA.7,"JAYAPAL, PRAMILA",Pramila for Congress,1555769.06,74637,31060,2020,WASHINGTON,53,91,73,gen,FALSE,DEMOCRAT,FALSE,TOTAL,FALSE,20210604,15.2,66890,55.5,94.4,10.8,4,7.6,5.6,71.6,76.1,18.6,36.9,0.526109989,706603,0.829883248796258,WA 7 US HOUSE,TRUE,308869,0.662152544044317,0.0479743439556511
415,415,RAJA KRISHNAMOORTHI,US HOUSE,IL,8,186251,254578,IL.8,"KRISHNAMOORTHI, S. RAJA",Friends of Raja for Congress,2259903.3,204611,30027,2020,ILLINOIS,17,33,21,gen,FALSE,DEMOCRAT,FALSE,TOTAL,FALSE,20210604,28.1,64261,32.5,85.8,11.6,4.9,28,2.3,54.1,67.8,16.7,36,0.448892423,715255,0.73160681598567,IL 8 US HOUSE,TRUE,110735,0.434974742515064,0.0905397146860222
416,416,RALPH NORMAN,US HOUSE,SC,5,220006,366258,SC.5,"NORMAN, RALPH W. JR.",Ralph Norman for Congress,910151.33,43064,30814,2020,SOUTH CAROLINA,45,57,48,gen,FALSE,REPUBLICAN,FALSE,TOTAL,FALSE,20210604,3.4,44134,20.8,82.9,1,26.4,4.1,2.2,66.1,69,21.3,39.6,0.479123373,678788,0.600685855326027,SC 5 US HOUSE,TRUE,74027,0.202117086862266,0.0473152085598776
417,417,RANDY FEENSTRA,US HOUSE,IA,4,237369,401495,IA.4,"FEENSTRA, RANDALL",Feenstra for Congress,1895390.16,31746,30080,2020,IOWA,19,42,31,gen,FALSE,REPUBLICAN,FALSE,TOTAL,FALSE,20210604,4.4,48531,21.7,89.9,1.9,1.4,6.2,1.4,89.1,93.5,23.6,39.4,0.460226038,760935,0.591212842003014,IA 4 US HOUSE,TRUE,92608,0.230657916038805,0.0167490581464241
418,418,"RANDY K. WEBER, SR.",US HOUSE,TX,14,190541,309115,TX.14,"WEBER, RANDY",Weber for Congress,929316.83,22319,30877,2020,TEXAS,48,74,49,gen,FALSE,REPUBLICAN,FALSE,TOTAL,FALSE,20210604,10,53184,22.1,84.5,3.1,19.7,23.9,2,52.1,71.7,18.3,36.6,0.512836454,716592,0.616408132895524,TX 14 US HOUSE,TRUE,71967,0.232816265791049,0.0240165670947765
419,419,RASHIDA TLAIB,US HOUSE,MI,13,223205,285885,MI.13,"TLAIB, RASHIDA",Rashida Tlaib for Congress,3769568.79,126547,30261,2020,MICHIGAN,26,34,23,gen,FALSE,DEMOCRAT,FALSE,TOTAL,FALSE,20210604,6.1,31777,13.5,80.6,1,56.2,7.1,2.1,33.5,36.8,18.3,36.5,0.4835274,673446,0.780751001276737,MI 13 US HOUSE,TRUE,169894,0.594273921332004,0.0335706832929291
420,420,RAUL RUIZ,US HOUSE,CA,36,185151,306849,CA.36,"RUIZ, RAUL",Dr Raul Ruiz for Congress,1803170.25,16112,29790,2020,CALIFORNIA,6,93,71,gen,FALSE,DEMOCRAT,FALSE,TOTAL,FALSE,20210604,22.1,45317,20.1,78.5,2.7,4.2,47.6,3.9,43.1,67.4,24.7,38.6,0.512784255,722653,0.603394503485428,CA 36 US HOUSE,TRUE,63453,0.206789006970855,0.0089353736842098
422,422,RAYMOND C. LENZI,US HOUSE,IL,12,127577,322416,IL.12,"LENZI, RAYMOND CARL DR.",Lenzi for Congress,162711.58,12726,30009,2020,ILLINOIS,17,33,21,gen,FALSE,DEMOCRAT,FALSE,TOTAL,FALSE,20210604,2.3,44641,21.2,88,1.1,16.7,3,2.3,77,79.2,21.1,38.7,0.483246158,702625,0.395690660513126,IL 12 US HOUSE,FALSE,-67262,-0.208618678973748,0.0782120117080788
423,423,RAYMOND TODD ROWLEY,US HOUSE,PA,13,96612,364401,PA.13,"ROWLEY, TODD",TODD ROWLEY FOR CONGRESS,67527.28,9700,30770,2020,PENNSYLVANIA,42,23,14,gen,FALSE,DEMOCRAT,FALSE,TOTAL,FALSE,20210604,16.1,56673,31.6,88,8.7,19.1,10.3,2.3,61.1,66.1,21.4,39,0.507202581,710615,0.265125507339442,PA 13 US HOUSE,FALSE,-171177,-0.469748985321116,0.143645649580436
424,424,RENEE HOYOS,US HOUSE,TN,2,109684,353197,TN.2,"HOYOS, RENEE",Hoyos For Congress,819397.3,28497,30846,2020,TENNESSEE,47,62,54,gen,FALSE,DEMOCRAT,FALSE,TOTAL,FALSE,20210604,3.9,45477,28.1,87.2,1.3,6.5,3.7,2.1,86.6,89.4,22.4,39.5,0.500355277,722761,0.310546239067716,TN 2 US HOUSE,FALSE,-129223,-0.365866640996384,0.0347780008550187
425,425,RHONDA PALAZZO,US HOUSE,KY,3,137425,368097,KY.3,"PALAZZO, RHONDA RAYE",Rhonda Palazzo for Congress,46126.3,3476,30111,2020,KENTUCKY,21,61,51,gen,FALSE,REPUBLICAN,FALSE,TOTAL,FALSE,20210604,6.5,46170,29.6,87.9,2.2,21.2,4.7,3,69.3,73,20.4,38.1,0.509891111,739047,0.373339092684809,KY 3 US HOUSE,FALSE,-93247,-0.253321814630383,0.0753583096844967
427,427,RICHARD DIEN WINFIELD,US SENATE,GA,0,28687,4914361,GEORGIA,"WINFIELD, RICHARD DIEN",Winfield for Senate,55517.2,12049,3484,2020,GEORGIA,13,58,44,gen,TRUE,DEMOCRAT,FALSE,total,FALSE,20210114,10.1,58700,31.3,87.1,4.4,32.6,9.9,2.2,52,60.2,14.3,37.2,0.48,10711908,0.00583738150290546,GA 0 US SENATE,FALSE,-88098,-0.0179266439726345,0.217031838781495
428,428,RICHARD E. NEAL,US HOUSE,MA,1,275376,372716,MA.1,"NEAL, RICHARD E MR.",Richard E Neal for Congress Cmte,5957630.7,121806,30204,2020,MASSACHUSETTS,25,14,3,gen,FALSE,DEMOCRAT,FALSE,TOTAL,FALSE,20210604,7.8,51464,26.9,86.4,1.7,6.5,16.3,2.4,74.4,83.2,22.4,40.4,0.492856545,729965,0.738836003820603,MA 1 US HOUSE,TRUE,94447,0.253402054110905,0.0204453760452121
429,429,RICHARD HUDSON,US HOUSE,NC,8,202774,380555,NC.8,"HUDSON, RICHARD L. JR.",Hudson for Congress,4404937.99,33538,30653,2020,NORTH CAROLINA,37,56,47,gen,FALSE,REPUBLICAN,FALSE,TOTAL,FALSE,20210604,5.9,41325,16.5,79.6,1.3,18.4,8.5,2,62.8,68.3,20.5,38.5,0.471063305,744074,0.532837566186228,NC 8 US HOUSE,TRUE,24993,0.065675132372456,0.00761372806521619
430,430,RICK NEIGHBORS,US HOUSE,AL,4,56237,318029,AL.4,"NEIGHBORS, RICKY",Rick Neighbors for Congress 2020,47908.58,1472,29642,2020,ALABAMA,1,63,41,gen,FALSE,DEMOCRAT,FALSE,TOTAL,FALSE,20210604,3.8,38888,14.9,78.1,0.6,7.3,6.2,1.7,83.8,88.7,23.1,40.3,0.483743684,685175,0.176829785962915,AL 4 US HOUSE,FALSE,-205316,-0.64558892428049,0.0307251853425837
431,431,RISHI KUMAR,US HOUSE,CA,18,126751,344139,CA.18,"KUMAR, RISHI",Kumar for Congress 2020,697543.46,114629,29714,2020,CALIFORNIA,6,93,71,gen,FALSE,DEMOCRAT,FALSE,TOTAL,FALSE,20210604,27.1,103215,57.9,93,20.2,1.6,17,4.8,56.7,68.1,19.2,40.3,0.506029519,731201,0.368313384998504,CA 18 US HOUSE,FALSE,-90637,-0.263373230002993,0.164332413065703
432,432,RITCHIE TORRES,US HOUSE,NY,15,169533,200205,NY.15,"TORRES, RITCHIE JOHN",Torres for Congress,1831234.32,95117,30515,2020,NEW YORK,36,21,13,gen,FALSE,DEMOCRAT,FALSE,TOTAL,FALSE,20210604,34.4,25509,11.7,62.1,2.3,33,64.7,3.6,2.9,14.6,13.1,31,0.494332853,747271,0.846797033041133,NY 15 US HOUSE,TRUE,150549,0.751974226417922,0.0519414686373943
433,433,RITESH TANDON,US HOUSE,CA,17,85199,297336,CA.17,"TANDON, RITESH",Tandon for Congress,178014.57,53556,29712,2020,CALIFORNIA,6,93,71,gen,FALSE,REPUBLICAN,FALSE,TOTAL,FALSE,20210604,45.3,99450,51.4,89.7,51.7,2.9,15.6,4.8,26.3,33.2,15.6,36.5,0.493049879,732118,0.286541152097291,CA 17 US HOUSE,FALSE,-126938,-0.426917695805419,0.300851778593179
434,434,RO KHANNA,US HOUSE,CA,17,212137,297336,CA.17,"KHANNA, ROHIT",RO FOR CONGRESS INC,2535202.22,94388,29711,2020,CALIFORNIA,6,93,71,gen,FALSE,DEMOCRAT,FALSE,TOTAL,FALSE,20210604,45.3,99450,51.4,89.7,51.7,2.9,15.6,4.8,26.3,33.2,15.6,36.5,0.493049879,732118,0.713458847902709,CA 17 US HOUSE,TRUE,126938,0.426917695805419,0.0372309550912274
435,435,ROB WEBER,US HOUSE,OH,9,111385,301752,OH.9,"WEBER, ROBERT MARION",Rob Weber for Congress,123262.38,4795,30713,2020,OHIO,39,31,24,gen,FALSE,REPUBLICAN,FALSE,TOTAL,FALSE,20210604,4.4,40147,20.5,85.6,1.1,15.4,10.2,4.1,70.8,76.4,20.3,38.4,0.483656347,715447,0.369127627985896,OH 9 US HOUSE,FALSE,-78943,-0.261615498820223,0.0389007578792491
436,436,ROBERT B. ADERHOLT,US HOUSE,AL,4,261553,318029,AL.4,"ADERHOLT, ROBERT B. REP.",Robert Aderholt for Congress,1352138.08,80642,29643,2020,ALABAMA,1,63,41,gen,FALSE,REPUBLICAN,FALSE,TOTAL,FALSE,20210604,3.8,38888,14.9,78.1,0.6,7.3,6.2,1.7,83.8,88.7,23.1,40.3,0.483743684,685175,0.822418710243406,AL 4 US HOUSE,TRUE,205316,0.64558892428049,0.0596403586237287
437,437,ROBERT G. 'BOB' GOOD,US HOUSE,VA,5,210988,402317,VA.5,"GOOD, ROBERT G.",Good for Congress,1328692.64,26057,31009,2020,VIRGINIA,51,54,40,gen,FALSE,REPUBLICAN,FALSE,TOTAL,FALSE,20210604,4.2,47573,25,82.6,1.4,20,3.3,2.4,72.9,75.3,24.4,41.7,0.503851687,735799,0.524432226328989,VA 5 US HOUSE,TRUE,20673,0.0513848532376211,0.0196110065003446
